name,type,group,enclave_time_mean,enclave_time_std,enclave_time_min,enclave_time_max,enclave_time_p95,enclave_time_p99,cpu_time_mean,cpu_time_std,cpu_time_min,cpu_time_max,input_bytes,output_bytes,input_shape,output_shape,dependencies,num_iterations,xfer_edges_json,xfer_total_mean_ms,compute_mean_ms,cpu_memory_bytes,tee_memory_bytes,tee_encryption_overhead,tee_total_memory_bytes,weight_bytes,bias_bytes,activation_bytes,num_chunks,chunk_metadata_bytes
encoder1_attn_v_proj,Linear,Encoder1,2.5249053,0.04946125464,2.472617,2.635377001,2.6141829,2.631138181,1.121629434,0.03935675545,1.086068001,1.250851001,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder1_attn_k_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder1_attn_qk_matmul,MatMul,Encoder1,9.3324214,0.1336310311,9.233822,9.699789,9.56154405,9.67214001,0.2892085999,0.04234086479,0.2639579998,0.4464980011,786432,786432,"[1, 12, 128, 64]","[1, 12, 128, 128]",['encoder1_attn_v_proj'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder1_attn_softmax,Softmax,Encoder1,2.2938059,0.04370441348,2.223836,2.35916,2.35440485,2.35820897,0.3245912332,0.0181684259,0.3039759995,0.3716369993,786432,786432,"[1, 12, 128, 128]","[1, 12, 128, 128]",['encoder1_attn_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1572864,1572864,60,1572924,0,0,1572864,1,60
encoder1_attn_v_matmul,MatMul,Encoder1,7.6391273,0.183175967,7.452906,8.103814,7.9452286,8.07209692,0.2361174,0.01346557812,0.2186689999,0.2716559993,1179648,393216,"[1, 12, 128, 128]","[1, 12, 128, 64]",['encoder1_attn_softmax'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder1_attn_out_proj,Linear,Encoder1,2.6293161,0.1319714491,2.509848,2.909610999,2.85902245,2.899493289,1.120048733,0.02539746035,1.08932,1.211524999,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder1_attn_v_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder1_norm1,LayerNorm,Encoder1,0.3007172998,0.02849620434,0.2689550001,0.3587319989,0.3547391491,0.3579334289,0.05279689988,0.00894324891,0.04713999988,0.08821600022,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder1_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder1_ffn_fc1,Linear,Encoder1,22.8811185,0.587594899,21.972465,23.826559,23.7277228,23.80679176,4.3483215,0.105574233,4.237220001,4.651832,393216,1572864,"[1, 128, 768]","[1, 128, 3072]",['encoder1_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11415552,11415552,60,11415612,9437184,12288,1966080,1,60
encoder1_ffn_gelu,GELU,Encoder1,9.7353033,0.06303717423,9.625695,9.847338,9.8284506,9.84356052,0.8691138666,0.06683039282,0.7751920002,1.004156,1572864,1572864,"[1, 128, 3072]","[1, 128, 3072]",['encoder1_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3145728,3145728,60,3145788,0,0,3145728,1,60
encoder1_ffn_fc2,Linear,Encoder1,10.2173218,0.4596535015,9.437532,10.733816,10.71752915,10.73055863,4.516435833,0.0757220363,4.420929999,4.692500001,1572864,393216,"[1, 128, 3072]","[1, 128, 768]",['encoder1_ffn_gelu'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11406336,11406336,60,11406396,9437184,3072,1966080,1,60
encoder1_norm2,LayerNorm,Encoder1,0.2949068004,0.0115964543,0.281048,0.3150400007,0.3132809503,0.3146881906,0.0518877999,0.007216836658,0.04713099952,0.07278900011,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder1_ffn_fc2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder2_attn_q_proj,Linear,Encoder2,2.5471212,0.04960651949,2.47444,2.649053,2.62682075,2.64460655,1.114701967,0.02654013789,1.083456,1.228671001,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder1_norm2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder2_attn_k_proj,Linear,Encoder2,2.5952397,0.1330622303,2.479612,2.973524999,2.820769349,2.942973869,1.0925113,0.007354459172,1.084841999,1.113897999,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_attn_q_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder2_attn_v_proj,Linear,Encoder2,2.5718339,0.0665680656,2.498767999,2.734663,2.6899834,2.72572708,1.108670733,0.01288702415,1.089062,1.132472,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_attn_k_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder2_attn_qk_matmul,MatMul,Encoder2,9.4483952,0.1695806933,9.200819,9.806736001,9.714946351,9.788378071,0.2707861666,0.009077812366,0.260836001,0.3069989998,786432,786432,"[1, 12, 128, 64]","[1, 12, 128, 128]",['encoder2_attn_v_proj'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder2_attn_softmax,Softmax,Encoder2,2.2493358,0.02398520926,2.215704999,2.302995001,2.287546501,2.299905301,0.3155750666,0.006085953644,0.3023289992,0.3279749999,786432,786432,"[1, 12, 128, 128]","[1, 12, 128, 128]",['encoder2_attn_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1572864,1572864,60,1572924,0,0,1572864,1,60
encoder2_attn_v_matmul,MatMul,Encoder2,7.5716166,0.1272711947,7.407467001,7.894824999,7.77409315,7.870678629,0.2242137,0.007857539127,0.2150689998,0.2439229993,1179648,393216,"[1, 12, 128, 128]","[1, 12, 128, 64]",['encoder2_attn_softmax'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder2_attn_out_proj,Linear,Encoder2,2.732982,0.2062629433,2.56422,3.298416001,3.110634601,3.260859721,1.110353067,0.04635763349,1.085164,1.341671001,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_attn_v_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder2_norm1,LayerNorm,Encoder2,0.2894624999,0.01490882795,0.2674019997,0.310464,0.3104316003,0.3104575201,0.05240050001,0.005786638862,0.04826600161,0.07030500092,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder2_ffn_fc1,Linear,Encoder2,22.8928983,0.553369772,22.018075,23.680196,23.57070785,23.65829837,4.353887133,0.09504584521,4.223115,4.571423,393216,1572864,"[1, 128, 768]","[1, 128, 3072]",['encoder2_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11415552,11415552,60,11415612,9437184,12288,1966080,1,60
encoder2_ffn_gelu,GELU,Encoder2,9.7370229,0.101533067,9.639094,9.944810001,9.90679535,9.937207071,0.8569788669,0.06203907842,0.7781270015,0.9541889995,1572864,1572864,"[1, 128, 3072]","[1, 128, 3072]",['encoder2_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3145728,3145728,60,3145788,0,0,3145728,1,60
encoder2_ffn_fc2,Linear,Encoder2,10.0912689,0.3728050662,9.415833001,10.464686,10.4522174,10.46219228,4.5283744,0.08771816503,4.403989,4.702070999,1572864,393216,"[1, 128, 3072]","[1, 128, 768]",['encoder2_ffn_gelu'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11406336,11406336,60,11406396,9437184,3072,1966080,1,60
encoder2_norm2,LayerNorm,Encoder2,0.3142788997,0.02272081031,0.2753560002,0.3508619993,0.3498526496,0.3506601294,0.05166363329,0.00733700876,0.04759100011,0.08554600026,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_ffn_fc2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder3_attn_q_proj,Linear,Encoder3,2.5870533,0.1345452481,2.502367999,2.958573001,2.84020005,2.934898411,1.106777133,0.02384623764,1.085616999,1.175178999,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder2_norm2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder3_attn_k_proj,Linear,Encoder3,2.620578,0.1486530711,2.504386999,3.041165,2.866783251,3.006288651,1.115167267,0.03721667692,1.086405999,1.223825,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_attn_q_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder3_attn_v_proj,Linear,Encoder3,2.5536697,0.09953325797,2.492788999,2.847063999,2.716564449,2.820964089,1.103768067,0.02072919356,1.085551001,1.188396,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_attn_k_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder3_attn_qk_matmul,MatMul,Encoder3,9.4084856,0.1796522234,9.150812,9.679448,9.66170495,9.67589939,0.2773073332,0.01570498268,0.2624169992,0.335798999,786432,786432,"[1, 12, 128, 64]","[1, 12, 128, 128]",['encoder3_attn_v_proj'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder3_attn_softmax,Softmax,Encoder3,2.2964351,0.0642733215,2.212713,2.420048999,2.390702249,2.414179649,0.3160474667,0.01190705216,0.296708,0.355356,786432,786432,"[1, 12, 128, 128]","[1, 12, 128, 128]",['encoder3_attn_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1572864,1572864,60,1572924,0,0,1572864,1,60
encoder3_attn_v_matmul,MatMul,Encoder3,7.3759527,0.08346743338,7.257927,7.538732001,7.516379601,7.534261521,0.2311166,0.009726798297,0.2195059988,0.2549729998,1179648,393216,"[1, 12, 128, 128]","[1, 12, 128, 64]",['encoder3_attn_softmax'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder3_attn_out_proj,Linear,Encoder3,2.5641393,0.05299506022,2.493799,2.682588001,2.651895751,2.676449551,1.103993733,0.0154450797,1.088270999,1.154484,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_attn_v_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder3_norm1,LayerNorm,Encoder3,0.3011748,0.0194378844,0.2698259996,0.3388459991,0.3356766492,0.3382121291,0.04988599982,0.003258511701,0.04705299943,0.05946099918,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder3_ffn_fc1,Linear,Encoder3,23.2281071,0.609474662,22.424083,24.485751,24.2027118,24.42914316,4.3092309,0.08372709572,4.192061,4.482464001,393216,1572864,"[1, 128, 768]","[1, 128, 3072]",['encoder3_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11415552,11415552,60,11415612,9437184,12288,1966080,1,60
encoder3_ffn_gelu,GELU,Encoder3,9.7582009,0.08043137822,9.663636001,9.875149999,9.8737478,9.874869559,0.8618334001,0.06326789282,0.7784030004,0.9651609998,1572864,1572864,"[1, 128, 3072]","[1, 128, 3072]",['encoder3_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3145728,3145728,60,3145788,0,0,3145728,1,60
encoder3_ffn_fc2,Linear,Encoder3,10.4465194,0.7471006684,9.592967001,11.867741,11.5919909,11.81259098,4.485840267,0.05855836771,4.414608,4.619486001,1572864,393216,"[1, 128, 3072]","[1, 128, 768]",['encoder3_ffn_gelu'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11406336,11406336,60,11406396,9437184,3072,1966080,1,60
encoder3_norm2,LayerNorm,Encoder3,0.3014376998,0.02162299536,0.2787070007,0.3472579992,0.3387075494,0.3455479093,0.05400776669,0.01383057799,0.04700099998,0.1098240009,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_ffn_fc2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder4_attn_q_proj,Linear,Encoder4,2.7374832,0.1101845461,2.597889001,2.999591999,2.9140875,2.9824911,1.1070541,0.0137649508,1.085607,1.150096999,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder3_norm2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder4_attn_k_proj,Linear,Encoder4,2.5504581,0.03883466236,2.502396999,2.628797001,2.612074551,2.625452511,1.102267,0.01068304877,1.08704,1.124965,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder4_attn_q_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder4_attn_v_proj,Linear,Encoder4,2.6024611,0.2107893416,2.471112999,3.217538,2.95982615,3.16599563,1.102030333,0.01621397246,1.086265,1.155505999,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder4_attn_k_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder4_attn_qk_matmul,MatMul,Encoder4,9.2452225,0.1087880323,9.142676001,9.477464,9.4342127,9.46881374,0.2754942333,0.01639523885,0.263072001,0.3521259987,786432,786432,"[1, 12, 128, 64]","[1, 12, 128, 128]",['encoder4_attn_v_proj'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder4_attn_softmax,Softmax,Encoder4,2.2497788,0.02911501733,2.219455,2.31885,2.301226201,2.31532524,0.3169521999,0.01043550241,0.3045180001,0.3526949986,786432,786432,"[1, 12, 128, 128]","[1, 12, 128, 128]",['encoder4_attn_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,1572864,1572864,60,1572924,0,0,1572864,1,60
encoder4_attn_v_matmul,MatMul,Encoder4,7.5744611,0.1187919294,7.348657,7.705467999,7.699246299,7.704223659,0.2327374669,0.01752014301,0.2155950006,0.2845409999,1179648,393216,"[1, 12, 128, 128]","[1, 12, 128, 64]",['encoder4_attn_softmax'],10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0,0,1179648,1179648,60,1179708,0,0,1179648,1,60
encoder4_attn_out_proj,Linear,Encoder4,2.5235603,0.06579498996,2.477389999,2.706467001,2.642982351,2.693770071,1.1055545,0.0245267735,1.086631999,1.220684,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder4_attn_v_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder4_norm1,LayerNorm,Encoder4,0.3100770999,0.01630335233,0.2925300014,0.3468079994,0.3379371497,0.3450338295,0.05149956663,0.004664603612,0.04716299918,0.06187799954,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder4_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
encoder4_ffn_fc1,Linear,Encoder4,22.5508373,0.572043656,21.673002,23.404066,23.34679,23.3926108,4.444815833,0.1422450983,4.229119,4.715515,393216,1572864,"[1, 128, 768]","[1, 128, 3072]",['encoder4_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11415552,11415552,60,11415612,9437184,12288,1966080,1,60
encoder4_ffn_gelu,GELU,Encoder4,9.7478625,0.1060636225,9.54497,9.913964999,9.887065349,9.908585069,0.8899546001,0.07628139811,0.7921439992,1.052416001,1572864,1572864,"[1, 128, 3072]","[1, 128, 3072]",['encoder4_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,3145728,3145728,60,3145788,0,0,3145728,1,60
encoder4_ffn_fc2,Linear,Encoder4,10.2261842,0.46016568,9.443309,10.910132,10.8891917,10.90594394,4.5204233,0.07986863521,4.417078,4.719312999,1572864,393216,"[1, 128, 3072]","[1, 128, 768]",['encoder4_ffn_gelu'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,11406336,11406336,60,11406396,9437184,3072,1966080,1,60
encoder4_norm2,LayerNorm,Encoder4,0.2930507999,0.02100239382,0.269442,0.3389329995,0.32582945,0.3363122896,0.05168826665,0.005143435352,0.0472669999,0.06731099893,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder4_ffn_fc2'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0,0,792576,792576,60,792636,3072,3072,786432,1,60
